Time EST,Hourly alternating current system output(Wac),Hourly plane of array irradiance(W/m2),Hourly beam normal irradiance(W/m2),Hourly direct current array output(Wdc),Hourly diffuse irradiance(W/m2),Hourly ambient temperature(C),Hourly module temperature(C),Hourly windspeed(m/s),Hourly albedo values
2024-06-18 03:08:26.541229-04:00,0.0,2.0,0.0,0.051,2.0,10.0,10.029,4.0,0.13
2024-06-18 04:08:26.541229-04:00,0.977,24.0,0.0,1.118,24.0,12.0,12.368,4.9,0.13
2024-06-18 05:08:26.541229-04:00,4.252,93.0,0.0,4.522,93.0,14.0,15.292,5.7,0.13
2024-06-18 06:08:26.541229-04:00,9.965,213.143,14.0,10.459,205.0,15.0,17.886,5.9,0.13
2024-06-18 07:08:26.541229-04:00,17.581,373.885,79.0,18.373,319.0,15.0,20.296,5.5,0.13
2024-06-18 08:08:26.541229-04:00,6.936,153.0,0.0,7.311,153.0,16.0,18.327,4.9,0.13
2024-06-18 09:08:26.541229-04:00,2.342,55.0,0.0,2.537,55.0,16.0,16.87,4.6,0.13
2024-06-18 10:08:26.541229-04:00,3.031,70.0,0.0,3.254,70.0,17.0,18.079,4.8,0.13
2024-06-18 11:08:26.541229-04:00,5.191,116.0,0.0,5.498,116.0,18.0,19.746,5.0,0.13
2024-06-18 12:08:26.541229-04:00,1.03,26.0,0.0,1.174,26.0,18.0,18.369,5.5,0.13
2024-06-18 13:08:26.541229-04:00,6.798,147.118,41.0,7.167,133.0,17.0,18.997,5.9,0.13
2024-06-18 14:08:26.541229-04:00,0.1,5.0,0.0,0.207,5.0,16.0,16.067,6.0,0.13
2024-06-18 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.2,0.13
2024-06-18 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.4,0.13
2024-06-18 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.5,0.13
2024-06-18 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.6,0.13
2024-06-18 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.1,0.13
2024-06-18 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,14.0,14.0,6.4,0.13
2024-06-18 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.2,0.13
2024-06-18 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.9,0.13
2024-06-18 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.7,0.13
2024-06-19 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.8,0.13
2024-06-19 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.7,0.13
2024-06-19 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.8,0.13
2024-06-19 03:08:26.541229-04:00,0.323,15.0,0.0,0.439,15.0,4.0,4.15,7.1,0.13
2024-06-19 04:08:26.541229-04:00,4.841,102.585,38.0,5.134,93.0,5.0,6.153,7.7,0.13
2024-06-19 05:08:26.541229-04:00,20.93,419.745,716.0,21.854,109.0,6.0,10.57,8.1,0.13
2024-06-19 06:08:26.541229-04:00,30.838,614.399,853.0,32.15,114.0,7.0,13.652,8.2,0.13
2024-06-19 07:08:26.541229-04:00,37.787,764.361,944.0,39.371,104.0,8.0,16.263,8.2,0.13
2024-06-19 08:08:26.541229-04:00,41.524,849.369,977.0,43.254,102.0,9.0,18.173,8.2,0.13
2024-06-19 09:08:26.541229-04:00,41.667,866.997,984.0,43.935,101.0,10.0,19.278,8.3,0.13
2024-06-19 10:08:26.541229-04:00,39.58,809.399,949.0,41.234,108.0,10.0,18.514,8.5,0.13
2024-06-19 11:08:26.541229-04:00,34.313,694.424,912.0,35.761,102.0,10.0,17.252,8.6,0.13
2024-06-19 12:08:26.541229-04:00,26.492,527.512,840.0,27.634,94.0,9.0,14.619,8.4,0.13
2024-06-19 13:08:26.541229-04:00,15.59,327.024,716.0,16.304,78.0,8.0,11.559,8.0,0.13
2024-06-19 14:08:26.541229-04:00,4.476,118.19,435.0,4.754,50.0,6.0,7.29,7.3,0.13
2024-06-19 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.8,0.13
2024-06-19 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.4,0.13
2024-06-19 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.13
2024-06-19 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.6,0.13
2024-06-19 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.5,0.13
2024-06-19 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.4,0.13
2024-06-19 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.1,0.13
2024-06-19 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.13
2024-06-19 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.13
2024-06-20 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.13
2024-06-20 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.13
2024-06-20 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.13
2024-06-20 03:08:26.541229-04:00,0.633,32.12,176.0,0.761,23.0,1.0,1.416,3.7,0.13
2024-06-20 04:08:26.541229-04:00,10.049,224.308,607.0,10.546,68.0,3.0,6.472,4.6,0.13
2024-06-20 05:08:26.541229-04:00,21.663,433.22,777.0,22.616,92.0,4.0,10.48,5.1,0.13
2024-06-20 06:08:26.541229-04:00,30.796,617.37,861.0,32.106,108.0,6.0,15.378,5.0,0.13
2024-06-20 07:08:26.541229-04:00,37.107,757.303,912.0,38.664,115.0,7.0,18.482,5.0,0.13
2024-06-20 08:08:26.541229-04:00,40.297,836.131,932.0,41.979,119.0,9.0,21.826,4.9,0.13
2024-06-20 09:08:26.541229-04:00,40.387,844.238,910.0,42.073,132.0,10.0,23.461,4.6,0.13
2024-06-20 10:08:26.541229-04:00,37.99,791.04,895.0,39.582,126.0,10.0,23.144,4.3,0.13
2024-06-20 11:08:26.541229-04:00,32.818,678.205,859.0,34.207,117.0,11.0,22.606,4.1,0.13
2024-06-20 12:08:26.541229-04:00,25.089,511.553,767.0,26.176,113.0,11.0,20.443,3.6,0.13
2024-06-20 13:08:26.541229-04:00,11.903,251.807,381.0,12.473,118.0,9.0,14.631,2.4,0.13
2024-06-20 14:08:26.541229-04:00,4.392,112.382,346.0,4.667,57.0,6.0,8.867,1.5,0.13
2024-06-20 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4,0.13
2024-06-20 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-20 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-20 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3,0.13
2024-06-20 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3,0.13
2024-06-20 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,0.13
2024-06-20 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7,0.13
2024-06-20 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.9,0.13
2024-06-20 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.3,0.13
2024-06-21 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.5,0.13
2024-06-21 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8,0.13
2024-06-21 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7,0.13
2024-06-21 03:08:26.541229-04:00,0.633,28.864,88.0,0.761,24.0,2.0,2.343,4.9,0.13
2024-06-21 04:08:26.541229-04:00,5.761,121.232,77.0,6.09,101.0,3.0,4.715,5.5,0.13
2024-06-21 05:08:26.541229-04:00,11.318,229.317,93.0,11.865,188.0,4.0,7.382,5.2,0.13
2024-06-21 06:08:26.541229-04:00,19.381,393.098,203.0,20.243,272.0,5.0,11.426,4.4,0.13
2024-06-21 07:08:26.541229-04:00,11.384,237.799,11.0,11.934,230.0,6.0,10.408,3.5,0.13
2024-06-21 08:08:26.541229-04:00,17.498,367.052,44.0,18.287,333.0,7.0,14.63,2.8,0.13
2024-06-21 09:08:26.541229-04:00,20.155,423.654,72.0,21.048,367.0,7.0,16.294,2.5,0.13
2024-06-21 10:08:26.541229-04:00,22.786,476.302,149.0,23.782,365.0,7.0,17.096,2.7,0.13
2024-06-21 11:08:26.541229-04:00,4.857,105.0,0.0,5.151,105.0,8.0,10.077,3.1,0.13
2024-06-21 12:08:26.541229-04:00,4.485,96.0,0.0,4.764,96.0,7.0,8.814,3.4,0.13
2024-06-21 13:08:26.541229-04:00,9.676,200.733,160.0,10.158,144.0,6.0,10.117,2.9,0.13
2024-06-21 14:08:26.541229-04:00,4.293,100.934,171.0,4.564,73.0,5.0,7.285,2.2,0.13
2024-06-21 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2,0.13
2024-06-21 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.4,0.13
2024-06-21 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.5,0.13
2024-06-21 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.7,0.13
2024-06-21 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,0.13
2024-06-21 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.13
2024-06-21 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.13
2024-06-21 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.13
2024-06-21 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.9,0.13
2024-06-22 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5,0.13
2024-06-22 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.2,0.13
2024-06-22 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.2,0.13
2024-06-22 03:08:26.541229-04:00,0.868,40.33,216.0,1.005,26.0,0.0,0.621,2.8,0.13
2024-06-22 04:08:26.541229-04:00,10.854,238.781,641.0,11.383,67.0,1.0,5.406,3.4,0.13
2024-06-22 05:08:26.541229-04:00,22.492,450.848,803.0,23.477,90.0,3.0,12.135,3.0,0.13
2024-06-22 06:08:26.541229-04:00,31.342,634.673,879.0,32.674,106.0,4.0,18.069,2.5,0.13
2024-06-22 07:08:26.541229-04:00,37.106,772.709,916.0,38.663,119.0,6.0,23.748,2.3,0.13
2024-06-22 08:08:26.541229-04:00,40.106,848.718,926.0,41.781,128.0,7.0,26.852,2.2,0.13
2024-06-22 09:08:26.541229-04:00,40.59,865.38,936.0,42.283,125.0,8.0,28.64,2.1,0.13
2024-06-22 10:08:26.541229-04:00,33.387,703.805,635.0,34.799,227.0,8.0,24.768,2.1,0.13
2024-06-22 11:08:26.541229-04:00,33.454,697.722,882.0,34.868,115.0,8.0,25.013,2.0,0.13
2024-06-22 12:08:26.541229-04:00,25.924,530.928,805.0,27.043,107.0,8.0,21.814,1.7,0.13
2024-06-22 13:08:26.541229-04:00,15.606,331.616,689.0,16.321,85.0,7.0,16.787,1.1,0.13
2024-06-22 14:08:26.541229-04:00,4.723,122.982,426.0,5.012,52.0,6.0,9.803,0.7,0.13
2024-06-22 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.9,0.13
2024-06-22 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1,0.13
2024-06-22 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,0.13
2024-06-22 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,0.13
2024-06-22 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,0.13
2024-06-22 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.13
2024-06-22 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.13
2024-06-22 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.13
2024-06-22 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.13
2024-06-23 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.13
2024-06-23 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.13
2024-06-23 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.13
2024-06-23 03:08:26.541229-04:00,0.239,10.0,0.0,0.351,10.0,0.0,0.2,2.5,0.13
2024-06-23 04:08:26.541229-04:00,4.544,94.546,2.0,4.825,94.0,2.0,4.087,2.5,0.13
2024-06-23 05:08:26.541229-04:00,11.503,234.264,93.0,12.057,192.0,4.0,8.986,2.7,0.13
2024-06-23 06:08:26.541229-04:00,21.826,445.927,305.0,22.785,261.0,6.0,15.015,3.0,0.13
2024-06-23 07:08:26.541229-04:00,35.712,742.009,788.0,37.215,176.0,7.0,22.279,2.9,0.13
2024-06-23 08:08:26.541229-04:00,38.867,820.62,807.0,40.494,189.0,8.0,25.478,2.7,0.13
2024-06-23 09:08:26.541229-04:00,24.579,520.421,159.0,25.646,394.0,9.0,20.222,2.6,0.13
2024-06-23 10:08:26.541229-04:00,23.572,494.792,168.0,24.599,368.0,8.0,18.489,2.7,0.13
2024-06-23 11:08:26.541229-04:00,25.592,529.427,383.0,26.698,275.0,8.0,18.698,3.0,0.13
2024-06-23 12:08:26.541229-04:00,17.536,357.275,242.0,18.327,229.0,7.0,13.882,3.3,0.13
2024-06-23 13:08:26.541229-04:00,6.951,144.393,26.0,7.326,135.0,6.0,8.918,3.0,0.13
2024-06-23 14:08:26.541229-04:00,4.828,116.549,274.0,5.121,70.0,5.0,7.513,2.4,0.13
2024-06-23 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.3,0.13
2024-06-23 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.4,0.13
2024-06-23 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.5,0.13
2024-06-23 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.8,0.13
2024-06-23 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.13
2024-06-23 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.13
2024-06-23 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.13
2024-06-23 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.13
2024-06-23 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.13
2024-06-24 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.4,0.13
2024-06-24 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.13
2024-06-24 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.7,0.13
2024-06-24 03:08:26.541229-04:00,1.335,45.641,185.0,1.491,31.0,0.0,1.014,1.7,0.13
2024-06-24 04:08:26.541229-04:00,11.025,240.572,566.0,11.56,83.0,2.0,8.233,1.6,0.13
2024-06-24 05:08:26.541229-04:00,21.906,449.888,731.0,22.867,114.0,5.0,19.104,0.9,0.13
2024-06-24 06:08:26.541229-04:00,30.366,633.313,817.0,31.659,134.0,6.0,25.37,1.0,0.13
2024-06-24 07:08:26.541229-04:00,36.71,772.791,874.0,38.252,141.0,7.0,26.208,1.9,0.13
2024-06-24 08:08:26.541229-04:00,40.374,853.296,900.0,42.059,145.0,8.0,26.184,2.7,0.13
2024-06-24 09:08:26.541229-04:00,41.033,865.434,899.0,42.745,147.0,9.0,25.404,3.4,0.13
2024-06-24 10:08:26.541229-04:00,38.735,810.18,873.0,40.356,148.0,10.0,23.837,4.1,0.13
2024-06-24 11:08:26.541229-04:00,33.7,693.664,823.0,35.124,144.0,10.0,20.932,4.7,0.13
2024-06-24 12:08:26.541229-04:00,25.766,521.964,716.0,26.879,140.0,10.0,18.032,4.9,0.13
2024-06-24 13:08:26.541229-04:00,15.438,322.983,576.0,16.146,113.0,9.0,14.117,4.6,0.13
2024-06-24 14:08:26.541229-04:00,3.821,88.004,104.0,4.074,70.0,7.0,8.449,4.2,0.13
2024-06-24 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.3,0.13
2024-06-24 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.13
2024-06-24 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.8,0.13
2024-06-24 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.1,0.13
2024-06-24 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.1,0.13
2024-06-24 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.8,0.13
2024-06-24 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.13
2024-06-24 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.13
2024-06-24 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.3,0.13
2024-06-25 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.9,0.13
2024-06-25 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.5,0.13
2024-06-25 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.4,0.13
2024-06-25 03:08:26.541229-04:00,1.437,44.121,117.0,1.596,34.0,6.0,6.713,3.8,0.13
2024-06-25 04:08:26.541229-04:00,10.222,222.792,426.0,10.726,102.0,8.0,11.689,4.2,0.13
2024-06-25 05:08:26.541229-04:00,20.383,417.912,594.0,21.285,142.0,11.0,18.046,4.2,0.13
2024-06-25 06:08:26.541229-04:00,28.585,592.851,693.0,29.808,166.0,13.0,23.0,4.2,0.13
2024-06-25 07:08:26.541229-04:00,24.601,523.671,247.0,25.668,344.0,15.0,23.781,4.2,0.13
2024-06-25 08:08:26.541229-04:00,37.377,801.022,776.0,38.945,187.0,16.0,29.289,4.3,0.13
2024-06-25 09:08:26.541229-04:00,37.733,812.014,767.0,39.315,196.0,17.0,30.106,4.5,0.13
2024-06-25 10:08:26.541229-04:00,35.07,751.147,685.0,36.548,229.0,17.0,28.963,4.6,0.13
2024-06-25 11:08:26.541229-04:00,22.244,475.838,247.0,23.219,310.0,18.0,25.666,4.5,0.13
2024-06-25 12:08:26.541229-04:00,13.162,280.705,87.0,13.781,234.0,17.0,21.923,3.9,0.13
2024-06-25 13:08:26.541229-04:00,1.937,45.0,0.0,2.116,45.0,16.0,16.942,2.8,0.13
2024-06-25 14:08:26.541229-04:00,0.637,17.0,0.0,0.765,17.0,13.0,13.42,1.9,0.13
2024-06-25 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.6,0.13
2024-06-25 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.4,0.13
2024-06-25 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.4,0.13
2024-06-25 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.4,0.13
2024-06-25 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.4,0.13
2024-06-25 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,0.13
2024-06-25 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.4,0.13
2024-06-25 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.4,0.13
2024-06-25 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-26 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-26 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-26 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,0.13
2024-06-26 03:08:26.541229-04:00,0.0,1.0,0.0,0.0,1.0,6.0,6.025,1.6,0.13
2024-06-26 04:08:26.541229-04:00,3.589,77.0,0.0,3.833,77.0,7.0,8.8,2.2,0.13
2024-06-26 05:08:26.541229-04:00,2.033,46.0,0.0,2.216,46.0,9.0,10.014,2.5,0.13
2024-06-26 06:08:26.541229-04:00,6.16,133.0,0.0,6.505,133.0,11.0,13.632,3.1,0.13
2024-06-26 07:08:26.541229-04:00,12.179,260.247,14.0,12.759,250.0,12.0,16.899,3.4,0.13
2024-06-26 08:08:26.541229-04:00,24.693,529.234,170.0,25.764,394.0,13.0,23.645,3.0,0.13
2024-06-26 09:08:26.541229-04:00,17.054,368.863,37.0,17.826,339.0,14.0,22.084,2.5,0.13
2024-06-26 10:08:26.541229-04:00,12.788,277.255,16.0,13.392,265.0,14.0,20.694,2.0,0.13
2024-06-26 11:08:26.541229-04:00,13.551,291.597,32.0,14.185,270.0,14.0,21.054,2.0,0.13
2024-06-26 12:08:26.541229-04:00,4.075,90.0,0.0,4.338,90.0,13.0,15.138,2.1,0.13
2024-06-26 13:08:26.541229-04:00,2.834,63.0,0.0,3.048,63.0,12.0,13.532,2.0,0.13
2024-06-26 14:08:26.541229-04:00,0.239,8.0,0.0,0.351,8.0,11.0,11.198,1.9,0.13
2024-06-26 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.1,0.13
2024-06-26 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,0.13
2024-06-26 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.4,0.13
2024-06-26 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.9,0.13
2024-06-26 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.6,0.13
2024-06-26 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.8,0.13
2024-06-26 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.4,0.13
2024-06-26 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.2,0.13
2024-06-26 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6,0.13
2024-06-27 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,0.13
2024-06-27 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.13
2024-06-27 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.3,0.13
2024-06-27 03:08:26.541229-04:00,1.363,38.597,68.0,1.519,32.0,10.0,10.648,3.8,0.13
2024-06-27 04:08:26.541229-04:00,5.477,117.815,30.0,5.795,109.0,12.0,14.036,4.0,0.13
2024-06-27 05:08:26.541229-04:00,13.476,282.332,163.0,14.107,205.0,14.0,18.75,4.2,0.13
2024-06-27 06:08:26.541229-04:00,17.12,364.051,120.0,17.894,289.0,16.0,21.941,4.4,0.13
2024-06-27 07:08:26.541229-04:00,23.13,498.382,192.0,24.14,357.0,18.0,26.014,4.5,0.13
2024-06-27 08:08:26.541229-04:00,22.931,499.756,131.0,23.933,395.0,19.0,27.243,4.3,0.13
2024-06-27 09:08:26.541229-04:00,10.422,230.299,9.0,10.933,223.0,19.0,22.898,4.1,0.13
2024-06-27 10:08:26.541229-04:00,10.259,225.157,8.0,10.764,219.0,18.0,21.561,4.6,0.13
2024-06-27 11:08:26.541229-04:00,23.63,499.655,284.0,24.659,307.0,16.0,23.098,5.5,0.13
2024-06-27 12:08:26.541229-04:00,11.776,248.544,47.0,12.341,223.0,14.0,17.37,5.9,0.13
2024-06-27 13:08:26.541229-04:00,14.754,311.082,588.0,15.435,91.0,12.0,16.569,5.2,0.13
2024-06-27 14:08:26.541229-04:00,3.325,75.309,40.0,3.559,68.0,10.0,11.289,4.0,0.13
2024-06-27 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.4,0.13
2024-06-27 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.4,0.13
2024-06-27 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,0.13
2024-06-27 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.5,0.13
2024-06-27 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5,0.13
2024-06-27 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.8,0.13
2024-06-27 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.1,0.13
2024-06-27 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.8,0.13
2024-06-27 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.3,0.13
2024-06-28 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.13
2024-06-28 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.13
2024-06-28 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.13
2024-06-28 03:08:26.541229-04:00,2.219,63.414,229.0,2.409,40.0,1.0,2.078,3.5,0.13
2024-06-28 04:08:26.541229-04:00,11.554,248.936,632.0,12.11,60.0,3.0,7.053,4.3,0.13
2024-06-28 05:08:26.541229-04:00,22.059,437.892,732.0,23.027,87.0,4.0,11.193,4.4,0.13
2024-06-28 06:08:26.541229-04:00,27.504,554.244,586.0,28.685,185.0,5.0,14.212,4.3,0.13
2024-06-28 07:08:26.541229-04:00,32.377,664.764,568.0,33.749,244.0,6.0,17.336,4.1,0.13
2024-06-28 08:08:26.541229-04:00,36.924,768.292,656.0,38.475,241.0,7.0,20.478,3.9,0.13
2024-06-28 09:08:26.541229-04:00,35.333,740.177,550.0,36.821,292.0,8.0,21.362,3.7,0.13
