Time EST,Hourly alternating current system output(Wac),Hourly plane of array irradiance(W/m2),Hourly beam normal irradiance(W/m2),Hourly direct current array output(Wdc),Hourly diffuse irradiance(W/m2),Hourly ambient temperature(C),Hourly module temperature(C),Hourly windspeed(m/s),Hourly albedo values
2024-06-28 10:08:26.541229-04:00,31.372,655.051,454.0,32.705,304.0,8.0,20.385,3.4,0.13
2024-06-28 11:08:26.541229-04:00,25.766,536.168,364.0,26.879,288.0,9.0,19.829,3.0,0.13
2024-06-28 12:08:26.541229-04:00,22.103,452.554,493.0,23.073,183.0,9.0,18.664,2.7,0.13
2024-06-28 13:08:26.541229-04:00,16.186,340.344,740.0,16.924,61.0,8.0,16.233,2.0,0.13
2024-06-28 14:08:26.541229-04:00,4.255,97.96,145.0,4.525,71.0,5.0,7.645,1.4,0.13
2024-06-28 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.4,0.13
2024-06-28 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7,0.13
2024-06-28 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.13
2024-06-28 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,0.13
2024-06-28 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.9,0.13
2024-06-28 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.2,0.13
2024-06-28 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.1,0.13
2024-06-28 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.9,0.13
2024-06-28 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9,0.13
2024-06-29 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1,0.13
2024-06-29 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.13
2024-06-29 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.13
2024-06-29 03:08:26.541229-04:00,2.015,58.054,224.0,2.198,34.0,0.0,0.956,3.7,0.13
2024-06-29 04:08:26.541229-04:00,11.02,233.964,513.0,11.556,78.0,2.0,5.823,4.3,0.13
2024-06-29 05:08:26.541229-04:00,20.639,409.962,510.0,21.551,163.0,3.0,9.726,4.4,0.13
2024-06-29 06:08:26.541229-04:00,31.798,640.871,808.0,33.147,128.0,5.0,15.814,4.2,0.13
2024-06-29 07:08:26.541229-04:00,30.29,623.116,439.0,31.581,296.0,6.0,16.614,4.1,0.13
2024-06-29 08:08:26.541229-04:00,31.975,669.032,385.0,33.331,358.0,8.0,19.709,3.9,0.13
2024-06-29 09:08:26.541229-04:00,20.647,435.488,69.0,21.559,379.0,9.0,16.823,3.7,0.13
2024-06-29 10:08:26.541229-04:00,19.561,411.376,70.0,20.431,357.0,9.0,16.395,3.7,0.13
2024-06-29 11:08:26.541229-04:00,15.393,322.202,47.0,16.1,290.0,9.0,14.713,3.8,0.13
2024-06-29 12:08:26.541229-04:00,7.18,152.0,0.0,7.565,152.0,9.0,11.7,3.8,0.13
2024-06-29 13:08:26.541229-04:00,2.641,58.0,0.0,2.848,58.0,8.0,9.081,3.5,0.13
2024-06-29 14:08:26.541229-04:00,2.136,48.0,0.0,2.323,48.0,7.0,7.967,3.0,0.13
2024-06-29 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.9,0.13
2024-06-29 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.3,0.13
2024-06-29 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.3,0.13
2024-06-29 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.9,0.13
2024-06-29 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.6,0.13
2024-06-29 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,0.13
2024-06-29 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.6,0.13
2024-06-29 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,0.13
2024-06-29 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.4,0.13
2024-06-30 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,0.13
2024-06-30 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4,0.13
2024-06-30 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3,0.13
2024-06-30 03:08:26.541229-04:00,0.02,3.0,0.0,0.124,3.0,5.0,5.064,2.6,0.13
2024-06-30 04:08:26.541229-04:00,0.39,11.0,0.0,0.508,11.0,7.0,7.222,3.0,0.13
2024-06-30 05:08:26.541229-04:00,2.427,54.0,0.0,2.626,54.0,8.0,9.054,3.2,0.13
2024-06-30 06:08:26.541229-04:00,4.73,103.0,0.0,5.019,103.0,10.0,11.911,3.5,0.13
2024-06-30 07:08:26.541229-04:00,2.81,64.0,0.0,3.023,64.0,12.0,13.116,3.9,0.13
2024-06-30 08:08:26.541229-04:00,8.852,192.059,5.0,9.302,188.0,13.0,16.251,4.1,0.13
2024-06-30 09:08:26.541229-04:00,5.257,117.0,0.0,5.567,117.0,14.0,16.037,3.9,0.13
2024-06-30 10:08:26.541229-04:00,5.269,117.0,0.0,5.579,117.0,14.0,16.132,3.6,0.13
2024-06-30 11:08:26.541229-04:00,8.584,186.065,3.0,9.024,184.0,14.0,17.56,3.3,0.13
2024-06-30 12:08:26.541229-04:00,5.541,121.0,0.0,5.862,121.0,14.0,16.438,3.0,0.13
2024-06-30 13:08:26.541229-04:00,5.284,114.0,0.0,5.594,114.0,13.0,15.612,2.3,0.13
2024-06-30 14:08:26.541229-04:00,3.047,68.538,8.0,3.27,67.0,12.0,13.766,1.7,0.13
2024-06-30 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.9,0.13
2024-06-30 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.4,0.13
2024-06-30 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.3,0.13
2024-06-30 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3,0.13
2024-06-30 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.4,0.13
2024-06-30 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.3,0.13
2024-06-30 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.2,0.13
2024-06-30 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.1,0.13
2024-06-30 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.13
2024-07-01 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,0.13
2024-07-01 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7,0.13
2024-07-01 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.13
2024-07-01 03:08:26.541229-04:00,2.588,73.918,297.0,2.793,39.0,3.0,4.782,1.6,0.13
2024-07-01 04:08:26.541229-04:00,12.566,270.493,597.0,13.162,83.0,5.0,12.216,1.5,0.13
2024-07-01 05:08:26.541229-04:00,21.538,441.284,687.0,22.485,102.0,8.0,20.264,1.4,0.13
2024-07-01 06:08:26.541229-04:00,25.664,538.765,478.0,26.772,231.0,10.0,23.954,1.7,0.13
2024-07-01 07:08:26.541229-04:00,17.31,369.946,53.0,18.091,330.0,11.0,20.124,1.9,0.13
2024-07-01 08:08:26.541229-04:00,39.027,846.882,837.0,40.659,164.0,11.0,32.458,1.8,0.13
2024-07-01 09:08:26.541229-04:00,26.783,578.53,204.0,27.935,410.0,11.0,25.894,1.7,0.13
2024-07-01 10:08:26.541229-04:00,21.082,455.162,101.0,22.011,376.0,13.0,24.228,1.9,0.13
2024-07-01 11:08:26.541229-04:00,33.3,709.987,863.0,34.708,113.0,14.0,30.313,2.3,0.13
2024-07-01 12:08:26.541229-04:00,26.282,549.977,807.0,27.415,101.0,15.0,27.2,2.5,0.13
2024-07-01 13:08:26.541229-04:00,16.577,354.377,704.0,17.33,82.0,14.0,22.251,2.2,0.13
2024-07-01 14:08:26.541229-04:00,5.781,146.194,472.0,6.111,54.0,11.0,14.374,2.0,0.13
2024-07-01 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.2,0.13
2024-07-01 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.3,0.13
2024-07-01 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.13
2024-07-01 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.9,0.13
2024-07-01 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.9,0.13
2024-07-01 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.7,0.13
2024-07-01 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.4,0.13
2024-07-01 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.13
2024-07-01 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.5,0.13
2024-07-02 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4,0.13
2024-07-02 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.7,0.13
2024-07-02 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.5,0.13
2024-07-02 03:08:26.541229-04:00,1.663,39.613,5.0,1.832,39.0,6.0,6.862,2.5,0.13
2024-07-02 04:08:26.541229-04:00,5.739,121.061,19.0,6.067,115.0,8.0,10.532,2.8,0.13
2024-07-02 05:08:26.541229-04:00,5.313,114.0,0.0,5.625,114.0,10.0,12.339,2.9,0.13
2024-07-02 06:08:26.541229-04:00,4.065,90.0,0.0,4.328,90.0,12.0,13.751,3.2,0.13
2024-07-02 07:08:26.541229-04:00,7.373,160.758,1.0,7.765,160.0,13.0,16.122,3.2,0.13
2024-07-02 08:08:26.541229-04:00,16.619,359.233,32.0,17.374,333.0,14.0,21.46,2.8,0.13
2024-07-02 09:08:26.541229-04:00,31.608,685.974,382.0,32.95,369.0,14.0,29.089,2.5,0.13
2024-07-02 10:08:26.541229-04:00,31.845,690.836,513.0,33.196,287.0,15.0,30.806,2.3,0.13
2024-07-02 11:08:26.541229-04:00,17.984,388.72,96.0,18.792,322.0,15.0,25.017,1.7,0.13
2024-07-02 12:08:26.541229-04:00,24.575,522.078,699.0,25.641,131.0,15.0,30.206,1.2,0.13
2024-07-02 13:08:26.541229-04:00,12.235,263.775,302.0,12.817,146.0,15.0,23.453,0.8,0.13
2024-07-02 14:08:26.541229-04:00,3.029,68.786,9.0,3.251,67.0,14.0,16.26,0.7,0.13
2024-07-02 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.13
2024-07-02 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.1,0.13
2024-07-02 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.1,0.13
2024-07-02 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.13
2024-07-02 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.9,0.13
2024-07-02 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.9,0.13
2024-07-02 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.9,0.13
2024-07-02 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.9,0.13
2024-07-02 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.7,0.13
2024-07-03 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.7,0.13
2024-07-03 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.13
2024-07-03 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.4,0.13
2024-07-03 03:08:26.541229-04:00,2.087,53.36,89.0,2.272,42.0,9.0,10.248,2.0,0.13
2024-07-03 04:08:26.541229-04:00,10.119,217.254,328.0,10.619,111.0,10.0,14.671,2.6,0.13
2024-07-03 05:08:26.541229-04:00,18.806,388.365,412.0,19.646,181.0,12.0,19.873,3.0,0.13
2024-07-03 06:08:26.541229-04:00,26.682,562.502,540.0,27.831,210.0,14.0,25.581,2.9,0.13
2024-07-03 07:08:26.541229-04:00,28.829,622.579,380.0,30.062,333.0,15.0,28.71,2.5,0.13
2024-07-03 08:08:26.541229-04:00,26.904,590.321,225.0,28.061,405.0,16.0,30.278,2.0,0.13
2024-07-03 09:08:26.541229-04:00,23.341,514.505,123.0,24.359,412.0,17.0,29.685,1.9,0.13
2024-07-03 10:08:26.541229-04:00,24.36,535.837,187.0,25.417,388.0,18.0,30.705,2.1,0.13
2024-07-03 11:08:26.541229-04:00,11.734,257.171,16.0,12.297,246.0,18.0,23.86,2.3,0.13
2024-07-03 12:08:26.541229-04:00,17.75,379.455,239.0,18.549,245.0,17.0,26.226,2.0,0.13
2024-07-03 13:08:26.541229-04:00,10.847,233.106,186.0,11.376,160.0,16.0,22.025,1.7,0.13
2024-07-03 14:08:26.541229-04:00,2.831,64.0,0.0,3.046,64.0,14.0,15.584,1.9,0.13
2024-07-03 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.4,0.13
2024-07-03 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.8,0.13
2024-07-03 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,0.13
2024-07-03 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.9,0.13
2024-07-03 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.9,0.13
2024-07-03 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.1,0.13
2024-07-03 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.6,0.13
2024-07-03 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.9,0.13
2024-07-03 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.9,0.13
2024-07-04 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.7,0.13
2024-07-04 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.4,0.13
2024-07-04 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.2,0.13
2024-07-04 03:08:26.541229-04:00,1.104,27.0,0.0,1.251,27.0,6.0,6.514,3.3,0.13
2024-07-04 04:08:26.541229-04:00,3.744,80.0,0.0,3.994,80.0,7.0,8.47,3.6,0.13
2024-07-04 05:08:26.541229-04:00,13.784,282.973,122.0,14.427,221.0,8.0,13.041,3.8,0.13
2024-07-04 06:08:26.541229-04:00,5.279,114.0,0.0,5.589,114.0,9.0,10.962,4.0,0.13
2024-07-04 07:08:26.541229-04:00,12.213,259.194,12.0,12.795,250.0,10.0,14.454,4.0,0.13
2024-07-04 08:08:26.541229-04:00,14.586,310.722,19.0,15.261,295.0,11.0,16.186,4.2,0.13
2024-07-04 09:08:26.541229-04:00,21.48,457.769,75.0,22.425,395.0,12.0,19.645,4.2,0.13
2024-07-04 10:08:26.541229-04:00,14.979,321.054,24.0,15.669,302.0,13.0,18.68,3.8,0.13
2024-07-04 11:08:26.541229-04:00,12.093,259.923,17.0,12.67,248.0,14.0,18.974,3.3,0.13
2024-07-04 12:08:26.541229-04:00,15.017,317.482,114.0,15.708,253.0,14.0,20.519,2.9,0.13
2024-07-04 13:08:26.541229-04:00,1.818,42.0,0.0,1.992,42.0,13.0,13.878,2.8,0.13
2024-07-04 14:08:26.541229-04:00,3.239,72.455,12.0,3.469,70.0,12.0,13.654,2.3,0.13
2024-07-04 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.9,0.13
2024-07-04 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.6,0.13
2024-07-04 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8,0.13
2024-07-04 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8,0.13
2024-07-04 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,0.13
2024-07-04 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.1,0.13
2024-07-04 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.7,0.13
2024-07-04 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.9,0.13
2024-07-04 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.9,0.13
2024-07-05 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.7,0.13
2024-07-05 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.2,0.13
2024-07-05 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.13
2024-07-05 03:08:26.541229-04:00,3.452,96.007,385.0,3.69,43.0,6.0,7.618,3.6,0.13
2024-07-05 04:08:26.541229-04:00,14.243,302.905,671.0,14.904,79.0,8.0,12.649,4.8,0.13
2024-07-05 05:08:26.541229-04:00,25.47,510.58,801.0,26.572,100.0,9.0,16.137,5.7,0.13
2024-07-05 06:08:26.541229-04:00,33.946,693.459,879.0,35.379,112.0,10.0,19.451,5.9,0.13
2024-07-05 07:08:26.541229-04:00,39.748,826.49,916.0,41.409,121.0,11.0,22.372,5.8,0.13
2024-07-05 08:08:26.541229-04:00,37.485,789.673,624.0,39.057,271.0,12.0,23.087,5.6,0.13
2024-07-05 09:08:26.541229-04:00,37.772,797.169,613.0,39.356,282.0,12.0,23.322,5.5,0.13
2024-07-05 10:08:26.541229-04:00,33.888,714.674,539.0,35.319,285.0,13.0,23.399,5.3,0.13
2024-07-05 11:08:26.541229-04:00,28.85,600.416,496.0,30.084,251.0,12.0,20.967,5.1,0.13
2024-07-05 12:08:26.541229-04:00,17.396,359.771,186.0,18.181,254.0,11.0,16.508,4.9,0.13
2024-07-05 13:08:26.541229-04:00,11.352,236.034,183.0,11.9,163.0,10.0,13.911,4.3,0.13
2024-07-05 14:08:26.541229-04:00,3.787,83.968,48.0,4.038,74.0,8.0,9.576,3.4,0.13
2024-07-05 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.9,0.13
2024-07-05 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.8,0.13
2024-07-05 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.7,0.13
2024-07-05 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,0.13
2024-07-05 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.6,0.13
2024-07-05 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.8,0.13
2024-07-05 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.8,0.13
2024-07-05 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4,0.13
2024-07-05 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.13
2024-07-06 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.13
2024-07-06 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.13
2024-07-06 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.13
2024-07-06 03:08:26.541229-04:00,3.839,103.069,400.0,4.093,46.0,1.0,3.179,2.3,0.13
2024-07-06 04:08:26.541229-04:00,14.985,315.259,695.0,15.676,80.0,4.0,10.765,2.6,0.13
2024-07-06 05:08:26.541229-04:00,26.353,529.782,833.0,27.489,99.0,6.0,17.146,2.8,0.13
2024-07-06 06:08:26.541229-04:00,34.385,713.86,907.0,35.836,110.0,8.0,23.807,2.5,0.13
2024-07-06 07:08:26.541229-04:00,39.689,849.684,949.0,41.348,115.0,9.0,30.111,1.9,0.13
2024-07-06 08:08:26.541229-04:00,41.542,922.505,960.0,43.274,121.0,11.0,38.432,1.1,0.13
2024-07-06 09:08:26.541229-04:00,40.976,929.493,951.0,42.685,127.0,12.0,43.536,0.6,0.13
2024-07-06 10:08:26.541229-04:00,38.564,868.959,917.0,40.178,135.0,13.0,42.497,0.6,0.13
2024-07-06 11:08:26.541229-04:00,34.271,747.851,869.0,35.717,133.0,13.0,35.84,1.0,0.13
2024-07-06 12:08:26.541229-04:00,27.51,581.465,816.0,28.691,115.0,13.0,29.541,1.3,0.13
2024-07-06 13:08:26.541229-04:00,17.898,380.286,717.0,18.703,92.0,12.0,22.75,1.3,0.13
2024-07-06 14:08:26.541229-04:00,5.621,134.798,336.0,5.944,64.0,9.0,12.866,1.1,0.13
2024-07-06 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.2,0.13
2024-07-06 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.6,0.13
2024-07-06 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.9,0.13
2024-07-06 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1,0.13
2024-07-06 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.1,0.13
2024-07-06 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.13
2024-07-06 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8,0.13
2024-07-06 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7,0.13
2024-07-06 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.13
2024-07-07 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,0.13
2024-07-07 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7,0.13
2024-07-07 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7,0.13
2024-07-07 03:08:26.541229-04:00,0.612,16.0,0.0,0.739,16.0,4.0,4.364,2.3,0.13
2024-07-07 04:08:26.541229-04:00,1.351,31.0,0.0,1.508,31.0,5.0,5.627,3.0,0.13
2024-07-07 05:08:26.541229-04:00,2.6,57.0,0.0,2.805,57.0,5.0,6.028,3.7,0.13
2024-07-07 06:08:26.541229-04:00,4.034,87.0,0.0,4.296,87.0,5.0,6.476,4.1,0.13
2024-07-07 07:08:26.541229-04:00,7.867,166.556,2.0,8.279,165.0,6.0,8.742,4.3,0.13
2024-07-07 08:08:26.541229-04:00,8.436,179.354,4.0,8.87,176.0,7.0,9.833,4.6,0.13
2024-07-07 09:08:26.541229-04:00,12.512,265.167,12.0,13.106,255.0,9.0,13.028,4.9,0.13
2024-07-07 10:08:26.541229-04:00,6.22,135.0,0.0,6.567,135.0,10.0,12.052,4.9,0.13
2024-07-07 11:08:26.541229-04:00,4.28,94.0,0.0,4.551,94.0,10.0,11.449,4.8,0.13
2024-07-07 12:08:26.541229-04:00,5.173,112.0,0.0,5.479,112.0,11.0,12.877,4.2,0.13
2024-07-07 13:08:26.541229-04:00,1.31,31.0,0.0,1.465,31.0,11.0,11.616,3.1,0.13
2024-07-07 14:08:26.541229-04:00,2.359,53.0,0.0,2.555,53.0,10.0,11.286,2.0,0.13
2024-07-07 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,0.13
2024-07-07 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.7,0.13
2024-07-07 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.2,0.13
2024-07-07 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.7,0.13
2024-07-07 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.13
2024-07-07 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.13
2024-07-07 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,0.13
2024-07-07 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,0.13
2024-07-07 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.4,0.13
2024-07-08 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,0.13
2024-07-08 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.1,0.13
2024-07-08 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.6,0.13
2024-07-08 03:08:26.541229-04:00,1.134,28.0,0.0,1.281,28.0,12.0,12.527,3.4,0.13
2024-07-08 04:08:26.541229-04:00,6.983,149.005,46.0,7.36,133.0,13.0,15.576,4.0,0.13
2024-07-08 05:08:26.541229-04:00,13.528,282.135,101.0,14.162,229.0,12.0,16.613,4.4,0.13
2024-07-08 06:08:26.541229-04:00,25.618,534.155,377.0,26.725,280.0,12.0,20.616,4.5,0.13
2024-07-08 07:08:26.541229-04:00,33.067,695.997,532.0,34.466,280.0,12.0,23.07,4.6,0.13
2024-07-08 08:08:26.541229-04:00,36.769,781.795,565.0,38.313,306.0,13.0,24.949,4.9,0.13
2024-07-08 09:08:26.541229-04:00,37.88,807.432,606.0,39.467,292.0,14.0,25.744,5.3,0.13
2024-07-08 10:08:26.541229-04:00,33.762,717.672,519.0,35.188,299.0,15.0,25.192,5.5,0.13
2024-07-08 11:08:26.541229-04:00,28.499,600.088,464.0,29.719,269.0,15.0,23.635,5.4,0.13
2024-07-08 12:08:26.541229-04:00,21.142,439.486,361.0,22.074,231.0,14.0,20.74,4.9,0.13
2024-07-08 13:08:26.541229-04:00,13.466,282.547,320.0,14.097,152.0,13.0,18.03,3.8,0.13
2024-07-08 14:08:26.541229-04:00,5.194,120.731,211.0,5.501,75.0,11.0,13.651,2.4,0.13
2024-07-08 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.8,0.13
2024-07-08 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.8,0.13
